iter	Logloss
0	0.4833140247
1	0.3625120581
2	0.2737949414
3	0.2024186976
4	0.1499284978
5	0.1082550667
6	0.07826370805
7	0.05538789578
8	0.03979008876
9	0.03114223609
10	0.02300761841
11	0.01761520001
12	0.01432511737
13	0.01142574571
14	0.008978465849
15	0.007139613664
16	0.005862796018
17	0.005054679677
18	0.004178055356
19	0.003480318404
20	0.003002804206
21	0.002603597719
22	0.00224560352
23	0.001948283603
24	0.001707574598
25	0.001482294505
26	0.001311207388
27	0.001181016483
28	0.00106798332
29	0.0009797306186
30	0.0008814589436
31	0.0008138863627
32	0.0007551337634
33	0.0007026850708
34	0.0006566193695
35	0.0006052608422
36	0.0005599988163
37	0.00053087002
38	0.0005052460494
39	0.0004818469239
40	0.0004520219724
41	0.0004257760786
42	0.0004102800038
43	0.0003958233651
44	0.0003830006451
45	0.0003712237623
46	0.0003538696555
47	0.0003381453915
48	0.0003318968614
49	0.0003256502204
50	0.0003189696759
51	0.000312492388
52	0.0003063192282
53	0.0003063192282
54	0.000295572357
55	0.0002955670204
56	0.0002854873776
57	0.000285482461
58	0.0002813482861
59	0.0002772920279
60	0.0002743829299
61	0.000271397376
62	0.0002688408453
63	0.0002659735562
64	0.0002631661718
65	0.0002604168988
66	0.0002604127526
67	0.0002604084112
68	0.0002604084112
69	0.0002604084112
70	0.0002604084112
71	0.0002604042228
72	0.0002603868391
73	0.0002603868391
74	0.0002603694577
75	0.0002603611511
76	0.0002603611511
77	0.0002603611511
78	0.0002603611511
79	0.0002603611511
80	0.0002603577867
81	0.0002603502021
82	0.0002603502021
83	0.0002603502021
84	0.0002603358044
85	0.0002602987027
86	0.0002602987027
87	0.0002602945603
88	0.0002602862357
89	0.0002602820929
90	0.000260273409
91	0.0002602647256
92	0.0002602560428
93	0.0002602393988
94	0.0002602393988
95	0.0002602393988
96	0.0002602393988
97	0.0002602311005
98	0.0002602274249
99	0.0002602230847
100	0.0002602147974
101	0.0002602104575
102	0.0002602022437
103	0.0002601938702
104	0.0002601938702
105	0.0002601938702
106	0.0002601938702
107	0.0002601938702
108	0.0002601938702
109	0.0002601938702
110	0.0002601938702
111	0.0002601938702
112	0.0002601938702
113	0.0002601938702
114	0.0002601938702
115	0.0002601938702
116	0.0002601938702
117	0.0002601938702
118	0.0002601938702
119	0.0002601938702
120	0.0002601938702
121	0.0002601938702
122	0.0002601938702
123	0.0002601938702
124	0.0002601938702
125	0.0002601938702
126	0.0002601862786
127	0.0002601824987
128	0.0002601824987
129	0.0002601824987
130	0.0002601824987
131	0.0002601824987
132	0.0002601824987
133	0.0002601783176
134	0.0002601783176
135	0.0002601783176
136	0.0002601741791
137	0.0002601698406
138	0.0002601698406
139	0.0002601655023
140	0.0002601611642
141	0.0002601528034
142	0.0002601484656
143	0.0002601401504
144	0.0002601401504
145	0.0002601401504
146	0.0002601358131
147	0.000260131476
148	0.0002601149251
149	0.0002601149251
150	0.0002601107936
151	0.0002601066606
152	0.0002601066606
153	0.0002601066606
154	0.0002601066606
155	0.0002601066606
156	0.0002601066606
157	0.0002601066606
158	0.0002601066606
159	0.0002601066606
160	0.0002601066606
161	0.0002601066606
162	0.0002601066606
163	0.0002601066606
164	0.0002601066606
165	0.0002601066606
166	0.0002601066606
167	0.0002601066606
168	0.0002601066606
169	0.0002601066606
170	0.0002601066606
171	0.0002601066606
172	0.0002601066606
173	0.0002601066606
174	0.0002601066606
175	0.0002601066606
176	0.0002601066606
177	0.0002601066606
178	0.0002601066606
179	0.0002601066606
180	0.0002601066606
181	0.0002601066606
182	0.0002601066606
183	0.0002601066606
184	0.0002601066606
185	0.0002601066606
186	0.0002601066606
187	0.0002601066606
188	0.0002601066606
189	0.0002601066606
190	0.0002601066606
191	0.0002601066606
192	0.0002601066606
193	0.0002601066606
194	0.0002601066606
195	0.0002601066606
196	0.0002601066606
197	0.0002601066606
198	0.0002601066606
199	0.0002601066606
200	0.0002601066606
201	0.0002601066606
202	0.0002601066606
203	0.0002601066606
204	0.0002601066606
205	0.0002601066606
206	0.0002601066606
207	0.0002601066606
208	0.0002601066606
209	0.0002601066606
210	0.0002601066606
211	0.0002601066606
212	0.0002601066606
213	0.0002601066606
214	0.0002601066606
215	0.0002601066606
216	0.0002601066606
217	0.0002601066606
218	0.0002601066606
219	0.0002601066606
220	0.0002601066606
221	0.0002601066606
222	0.0002601066606
223	0.0002601066606
224	0.0002601066606
225	0.0002601066606
226	0.0002601066606
227	0.0002601066606
228	0.0002601066606
229	0.0002601066606
230	0.0002601066606
231	0.0002601066606
232	0.0002601066606
233	0.0002601066606
234	0.0002601066606
235	0.0002601066606
236	0.0002601066606
237	0.0002601066606
238	0.0002601066606
239	0.0002601066606
240	0.0002601066606
241	0.0002601066606
242	0.0002601066606
243	0.0002601066606
244	0.0002601066606
245	0.0002601066606
246	0.0002601066606
247	0.0002601066606
248	0.0002601066606
249	0.0002601066606
250	0.0002601066606
251	0.0002601066606
252	0.0002601066606
253	0.0002601066606
254	0.0002601066606
255	0.0002601066606
256	0.0002601066606
257	0.0002601066606
258	0.0002601066606
259	0.0002601066606
260	0.0002601066606
261	0.0002601066606
262	0.0002601066606
263	0.0002601066606
264	0.0002601066606
265	0.0002601066606
266	0.0002601066606
267	0.0002601066606
268	0.0002601066606
269	0.0002601066606
270	0.0002601066606
271	0.0002601066606
272	0.0002601066606
273	0.0002601066606
274	0.0002601066606
275	0.0002601066606
276	0.0002601066606
277	0.0002601066606
278	0.0002601066606
279	0.0002601066606
280	0.0002601066606
281	0.0002601066606
282	0.0002601066606
283	0.0002601066606
284	0.0002601066606
285	0.0002601066606
286	0.0002601066606
287	0.0002601066606
288	0.0002601066606
289	0.0002601066606
290	0.0002601066606
291	0.0002601066606
292	0.0002601066606
293	0.0002601066606
294	0.0002601066606
295	0.0002601066606
296	0.0002601066606
297	0.0002601066606
298	0.0002601066606
299	0.0002601066606
300	0.0002601066606
301	0.0002601066606
302	0.0002601066606
303	0.0002601066606
304	0.0002601066606
305	0.0002601066606
306	0.0002601066606
307	0.0002601066606
308	0.0002601066606
309	0.0002601066606
310	0.0002601066606
311	0.0002601066606
312	0.0002601066606
313	0.0002601066606
314	0.0002601066606
315	0.0002601066606
316	0.0002601066606
317	0.0002601066606
318	0.0002601066606
319	0.0002601066606
320	0.0002601066606
321	0.0002601066606
322	0.0002601066606
323	0.0002601066606
324	0.0002601066606
325	0.0002601066606
326	0.0002601066606
327	0.0002601066606
328	0.0002601066606
329	0.0002601066606
330	0.0002601066606
331	0.0002601066606
332	0.0002601066606
333	0.0002601066606
334	0.0002601066606
335	0.0002601066606
336	0.0002601066606
337	0.0002601066606
338	0.0002601066606
339	0.0002601066606
340	0.0002601066606
341	0.0002601066606
342	0.0002601066606
343	0.0002601066606
344	0.0002601066606
345	0.0002601066606
346	0.0002601066606
347	0.0002601066606
348	0.0002601066606
349	0.0002601066606
350	0.0002601066606
351	0.0002601066606
352	0.0002601066606
353	0.0002601066606
354	0.0002601066606
355	0.0002601066606
356	0.0002601066606
357	0.0002601066606
358	0.0002601066606
359	0.0002601066606
360	0.0002601066606
361	0.0002601066606
362	0.0002601066606
363	0.0002601066606
364	0.0002601066606
365	0.0002601066606
366	0.0002601066606
367	0.0002601066606
368	0.0002601066606
369	0.0002601066606
370	0.0002601066606
371	0.0002601066606
372	0.0002601066606
373	0.0002601066606
374	0.0002601066606
375	0.0002601066606
376	0.0002601066606
377	0.0002601066606
378	0.0002601066606
379	0.0002601066606
380	0.0002601066606
381	0.0002601066606
382	0.0002601066606
383	0.0002601066606
384	0.0002601066606
385	0.0002601066606
386	0.0002601066606
387	0.0002601066606
388	0.0002601066606
389	0.0002601066606
390	0.0002601066606
391	0.0002601066606
392	0.0002601066606
393	0.0002601066606
394	0.0002601066606
395	0.0002601066606
396	0.0002601066606
397	0.0002601066606
398	0.0002601066606
399	0.0002601066606
400	0.0002601066606
401	0.0002601066606
402	0.0002601066606
403	0.0002601066606
404	0.0002601066606
405	0.0002601066606
406	0.0002601066606
407	0.0002601066606
408	0.0002601066606
409	0.0002601066606
410	0.0002601066606
411	0.0002601066606
412	0.0002601066606
413	0.0002601066606
414	0.0002601066606
415	0.0002601066606
416	0.0002601066606
417	0.0002601066606
418	0.0002601066606
419	0.0002601066606
420	0.0002601066606
421	0.0002601066606
422	0.0002601066606
423	0.0002601066606
424	0.0002601066606
425	0.0002601066606
426	0.0002601066606
427	0.0002601066606
428	0.0002601066606
429	0.0002601066606
430	0.0002601066606
431	0.0002601066606
432	0.0002601066606
433	0.0002601066606
434	0.0002601066606
435	0.0002601066606
436	0.0002601066606
437	0.0002601066606
438	0.0002601066606
439	0.0002601066606
440	0.0002601066606
441	0.0002601066606
442	0.0002601066606
443	0.0002601066606
444	0.0002601066606
445	0.0002601066606
446	0.0002601066606
447	0.0002601066606
448	0.0002601066606
449	0.0002601066606
450	0.0002601066606
451	0.0002601066606
452	0.0002601066606
453	0.0002601066606
454	0.0002601066606
455	0.0002601066606
456	0.0002601066606
457	0.0002601066606
458	0.0002601066606
459	0.0002601066606
460	0.0002601066606
461	0.0002601066606
462	0.0002601066606
463	0.0002601066606
464	0.0002601066606
465	0.0002601066606
466	0.0002601066606
467	0.0002601066606
468	0.0002601066606
469	0.0002601066606
470	0.0002601066606
471	0.0002601066606
472	0.0002601066606
473	0.0002601066606
474	0.0002601066606
475	0.0002601066606
476	0.0002601066606
477	0.0002601066606
478	0.0002601066606
479	0.0002601066606
480	0.0002601066606
481	0.0002601066606
482	0.0002601066606
483	0.0002601066606
